Latitude,Longitude,Date,MODIS_Tile,MCD12Q1_061_Line_Y_500m,MCD12Q1_061_Sample_X_500m,MCD12Q1_061_LC_Type5,MCD12Q1_061_QC,MCD12Q1_061_QC_bitmask,MCD12Q1_061_QC_Name,MCD12Q1_061_QC_Name_Description
39.25556,-76.71123,2002-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2003-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2004-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2005-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2006-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2007-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2008-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2009-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2010-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2011-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2012-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2013-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2014-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2015-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2016-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2017-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2018-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2019-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
39.25556,-76.71123,2020-01-01,h12v05,178.0,144.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2001-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2002-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2003-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2004-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2005-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2006-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2007-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2008-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2009-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2010-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2011-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2012-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2013-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2014-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2015-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2016-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2017-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2018-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2019-01-01,h11v04,2389.0,588.0,8.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.0418,-88.233,2020-01-01,h11v04,2389.0,588.0,7.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2001-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2002-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2003-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2004-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2005-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2006-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2007-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2008-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2009-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2010-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2011-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2012-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2013-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2014-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2015-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2016-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2017-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2018-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2019-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.07,116.28,2020-01-01,h26v04,2383.0,2156.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2001-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2002-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2003-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2004-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2005-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2006-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2007-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2008-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2009-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2010-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2011-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2012-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2013-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2014-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2015-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2016-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2017-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2018-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2019-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.4236,-86.91916,2020-01-01,h11v04,2298.0,919.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.869669,-72.873286,2001-01-01,h12v04,2191.0,1174.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.869669,-72.873286,2002-01-01,h12v04,2191.0,1174.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.869669,-72.873286,2003-01-01,h12v04,2191.0,1174.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.869669,-72.873286,2004-01-01,h12v04,2191.0,1174.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.869669,-72.873286,2005-01-01,h12v04,2191.0,1174.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
40.869669,-72.873286,2006-01-01,h12v04,2191.0,1174.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
40.869669,-72.873286,2007-01-01,h12v04,2191.0,1174.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
40.869669,-72.873286,2008-01-01,h12v04,2191.0,1174.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
40.869669,-72.873286,2009-01-01,h12v04,2191.0,1174.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
40.869669,-72.873286,2010-01-01,h12v04,2191.0,1174.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.869669,-72.873286,2011-01-01,h12v04,2191.0,1174.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.869669,-72.873286,2012-01-01,h12v04,2191.0,1174.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.869669,-72.873286,2013-01-01,h12v04,2191.0,1174.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
40.869669,-72.873286,2014-01-01,h12v04,2191.0,1174.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
40.869669,-72.873286,2015-01-01,h12v04,2191.0,1174.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.869669,-72.873286,2016-01-01,h12v04,2191.0,1174.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.869669,-72.873286,2017-01-01,h12v04,2191.0,1174.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.869669,-72.873286,2018-01-01,h12v04,2191.0,1174.0,9.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
40.869669,-72.873286,2019-01-01,h12v04,2191.0,1174.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
40.869669,-72.873286,2020-01-01,h12v04,2191.0,1174.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
41.413708,-74.010606,2001-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2002-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2003-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2004-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2005-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2006-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2007-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2008-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2009-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2010-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2011-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2012-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2013-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2014-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2015-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2016-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2017-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2018-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2019-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
41.413708,-74.010606,2020-01-01,h12v04,2060.0,1078.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2001-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2002-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2003-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2004-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2005-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2006-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2007-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2008-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2009-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2010-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2011-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2012-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2013-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2014-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2015-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2016-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2017-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2018-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2019-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
42.4,128.1,2020-01-01,h27v04,1824.0,1103.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
43.1522,-79.1652,2001-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2002-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2003-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2004-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2005-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2006-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2007-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2008-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2009-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2010-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2011-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2012-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2013-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2014-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2015-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2016-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2017-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2018-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2019-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
43.1522,-79.1652,2020-01-01,h12v04,1643.0,539.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
45.425,-73.939,2001-01-01,h12v04,1098.0,1945.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2002-01-01,h12v04,1098.0,1945.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2003-01-01,h12v04,1098.0,1945.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2004-01-01,h12v04,1098.0,1945.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2005-01-01,h12v04,1098.0,1945.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2006-01-01,h12v04,1098.0,1945.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2007-01-01,h12v04,1098.0,1945.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2008-01-01,h12v04,1098.0,1945.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2009-01-01,h12v04,1098.0,1945.0,4.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2010-01-01,h12v04,1098.0,1945.0,6.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2011-01-01,h12v04,1098.0,1945.0,6.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2012-01-01,h12v04,1098.0,1945.0,6.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2013-01-01,h12v04,1098.0,1945.0,6.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2014-01-01,h12v04,1098.0,1945.0,6.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2015-01-01,h12v04,1098.0,1945.0,6.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2016-01-01,h12v04,1098.0,1945.0,6.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2017-01-01,h12v04,1098.0,1945.0,6.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2018-01-01,h12v04,1098.0,1945.0,6.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2019-01-01,h12v04,1098.0,1945.0,6.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.425,-73.939,2020-01-01,h12v04,1098.0,1945.0,6.0,0.0,0b00000000,0b00000000,Classified land (Has a classification label and is land according to the water mask.)
45.56,-73.566,2001-01-01,h12v04,1065.0,2038.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
45.56,-73.566,2002-01-01,h12v04,1065.0,2038.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
45.56,-73.566,2003-01-01,h12v04,1065.0,2038.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
45.56,-73.566,2004-01-01,h12v04,1065.0,2038.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
45.56,-73.566,2005-01-01,h12v04,1065.0,2038.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
45.56,-73.566,2006-01-01,h12v04,1065.0,2038.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
45.56,-73.566,2007-01-01,h12v04,1065.0,2038.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
45.56,-73.566,2008-01-01,h12v04,1065.0,2038.0,9.0,9.0,0b00001001,0b00001001,Forest type changed (Climate-based change to forest class.)
